pgsql	60	persistence	1	0,35	0,13	0,48
pgsql	60	persistence	1	0,31	0,16	0,47
pgsql	60	persistence	1	0,32	0,18	0,5
pgsql	60	persistence	1	0,3	0,18	0,48
pgsql	60	persistence	1	0,28	0,22	0,5
pgsql	60	persistence	1	0,36	0,13	0,49
pgsql	60	persistence	1	0,37	0,12	0,49
pgsql	60	persistence	1	0,36	0,14	0,5
pgsql	60	persistence	1	0,34	0,12	0,46
pgsql	60	persistence	1	0,41	0,09	0,5
pgsql	60	persistence	1	0,33	0,16	0,49
pgsql	60	persistence	1	0,34	0,15	0,49
pgsql	60	persistence	1	0,31	0,14	0,45
pgsql	60	persistence	1	0,43	0,06	0,49
pgsql	60	persistence	1	0,31	0,17	0,48
pgsql	60	persistence	1	0,38	0,11	0,49
pgsql	60	persistence	1	0,36	0,12	0,48
pgsql	60	persistence	1	0,29	0,22	0,51
pgsql	60	persistence	1	0,29	0,17	0,46
pgsql	60	persistence	1	0,24	0,24	0,48
pgsql	60	persistence	1	0,36	0,11	0,47
pgsql	60	persistence	1	0,26	0,2	0,46
pgsql	60	persistence	1	0,31	0,18	0,49
pgsql	60	persistence	1	0,42	0,07	0,49
pgsql	60	persistence	1	0,33	0,15	0,48
pgsql	60	persistence	1	0,34	0,15	0,49
pgsql	60	persistence	1	0,36	0,12	0,48
pgsql	60	persistence	1	0,32	0,2	0,52
pgsql	60	persistence	1	0,36	0,11	0,47
pgsql	60	persistence	1	0,34	0,15	0,49
pgsql	60	persistence	1	0,37	0,12	0,49
pgsql	60	persistence	1	0,32	0,17	0,49
pgsql	60	persistence	1	0,22	0,25	0,47
pgsql	60	persistence	1	0,31	0,18	0,49
pgsql	60	persistence	1	0,23	0,24	0,47
pgsql	60	persistence	1	0,31	0,16	0,47
pgsql	60	persistence	1	0,35	0,14	0,49
pgsql	60	persistence	1	0,38	0,12	0,5
pgsql	60	persistence	1	0,34	0,13	0,47
pgsql	60	persistence	1	0,38	0,11	0,49
pgsql	60	persistence	1	0,24	0,22	0,46
pgsql	60	persistence	1	0,4	0,08	0,48
pgsql	60	persistence	1	0,34	0,15	0,49
pgsql	60	persistence	1	0,31	0,16	0,47
pgsql	60	persistence	1	0,34	0,12	0,46
pgsql	60	persistence	1	0,34	0,15	0,49
pgsql	60	persistence	1	0,24	0,23	0,47
pgsql	60	persistence	1	0,27	0,22	0,49
pgsql	60	persistence	1	0,28	0,2	0,48
pgsql	60	persistence	1	0,28	0,22	0,5
pgsql	60	persistence	1	0,34	0,13	0,47
pgsql	60	persistence	1	0,31	0,16	0,47
pgsql	60	persistence	1	0,34	0,15	0,49
pgsql	60	persistence	1	0,33	0,14	0,47
pgsql	60	persistence	1	0,36	0,12	0,48
pgsql	60	persistence	1	0,35	0,13	0,48
pgsql	60	persistence	1	0,31	0,18	0,49
pgsql	60	persistence	1	0,32	0,16	0,48
pgsql	60	persistence	1	0,33	0,14	0,47
pgsql	60	persistence	1	0,3	0,19	0,49
pgsql	60	persistence	2	0,34	0,2	0,54
pgsql	60	persistence	2	0,36	0,18	0,54
pgsql	60	persistence	2	0,4	0,15	0,55
pgsql	60	persistence	2	0,37	0,18	0,55
pgsql	60	persistence	2	0,44	0,12	0,56
pgsql	60	persistence	2	0,43	0,13	0,56
pgsql	60	persistence	2	0,48	0,1	0,58
pgsql	60	persistence	2	0,44	0,11	0,55
pgsql	60	persistence	2	0,31	0,22	0,53
pgsql	60	persistence	2	0,46	0,11	0,57
pgsql	60	persistence	2	0,41	0,13	0,54
pgsql	60	persistence	2	0,28	0,23	0,51
pgsql	60	persistence	2	0,32	0,22	0,54
pgsql	60	persistence	2	0,42	0,12	0,54
pgsql	60	persistence	2	0,46	0,1	0,56
pgsql	60	persistence	2	0,41	0,12	0,53
pgsql	60	persistence	2	0,36	0,18	0,54
pgsql	60	persistence	2	0,37	0,17	0,54
pgsql	60	persistence	2	0,49	0,06	0,55
pgsql	60	persistence	2	0,38	0,16	0,54
pgsql	60	persistence	2	0,35	0,18	0,53
pgsql	60	persistence	2	0,4	0,15	0,55
pgsql	60	persistence	2	0,34	0,21	0,55
pgsql	60	persistence	2	0,35	0,18	0,53
pgsql	60	persistence	2	0,37	0,16	0,53
pgsql	60	persistence	2	0,28	0,26	0,54
pgsql	60	persistence	2	0,44	0,12	0,56
pgsql	60	persistence	2	0,36	0,19	0,55
pgsql	60	persistence	2	0,35	0,19	0,54
pgsql	60	persistence	2	0,39	0,16	0,55
pgsql	60	persistence	2	0,44	0,1	0,54
pgsql	60	persistence	2	0,4	0,15	0,55
pgsql	60	persistence	2	0,41	0,12	0,53
pgsql	60	persistence	2	0,32	0,21	0,53
pgsql	60	persistence	2	0,39	0,18	0,57
pgsql	60	persistence	2	0,41	0,12	0,53
pgsql	60	persistence	2	0,34	0,2	0,54
pgsql	60	persistence	2	0,37	0,15	0,52
pgsql	60	persistence	2	0,43	0,11	0,54
pgsql	60	persistence	2	0,33	0,2	0,53
pgsql	60	persistence	2	0,41	0,14	0,55
pgsql	60	persistence	2	0,3	0,26	0,56
pgsql	60	persistence	2	0,35	0,2	0,55
pgsql	60	persistence	2	0,43	0,11	0,54
pgsql	60	persistence	2	0,34	0,22	0,56
pgsql	60	persistence	2	0,4	0,12	0,52
pgsql	60	persistence	2	0,4	0,15	0,55
pgsql	60	persistence	2	0,32	0,2	0,52
pgsql	60	persistence	2	0,3	0,22	0,52
pgsql	60	persistence	2	0,32	0,2	0,52
pgsql	60	persistence	2	0,42	0,14	0,56
pgsql	60	persistence	2	0,42	0,14	0,56
pgsql	60	persistence	2	0,39	0,15	0,54
pgsql	60	persistence	2	0,45	0,11	0,56
pgsql	60	persistence	2	0,28	0,26	0,54
pgsql	60	persistence	2	0,25	0,3	0,55
pgsql	60	persistence	2	0,32	0,22	0,54
pgsql	60	persistence	2	0,35	0,22	0,57
pgsql	60	persistence	2	0,37	0,17	0,54
pgsql	60	persistence	2	0,4	0,13	0,53
pgsql	60	persistence	4	0,41	0,18	0,59
pgsql	60	persistence	4	0,41	0,21	0,62
pgsql	60	persistence	4	0,28	0,33	0,61
pgsql	60	persistence	4	0,4	0,2	0,6
pgsql	60	persistence	4	0,37	0,24	0,61
pgsql	60	persistence	4	0,45	0,17	0,62
pgsql	60	persistence	4	0,33	0,25	0,58
pgsql	60	persistence	4	0,3	0,31	0,61
pgsql	60	persistence	4	0,33	0,27	0,6
pgsql	60	persistence	4	0,38	0,2	0,58
pgsql	60	persistence	4	0,41	0,23	0,64
pgsql	60	persistence	4	0,44	0,2	0,64
pgsql	60	persistence	4	0,4	0,2	0,6
pgsql	60	persistence	4	0,4	0,21	0,61
pgsql	60	persistence	4	0,4	0,2	0,6
pgsql	60	persistence	4	0,41	0,19	0,6
pgsql	60	persistence	4	0,39	0,23	0,62
pgsql	60	persistence	4	0,44	0,14	0,58
pgsql	60	persistence	4	0,42	0,18	0,6
pgsql	60	persistence	4	0,42	0,18	0,6
pgsql	60	persistence	4	0,4	0,19	0,59
pgsql	60	persistence	4	0,3	0,3	0,6
